title,slug,category,categorySlug,price,tag,inventory,status,image,video,gallery,variants,hues,description,seoTitle,seoDescription,seoKeywords,canonicalUrl,imageAlt,brand,sku,reviewRating,reviewCount,seoFocusKeyphrase,sortOrder,sourceProductId,sourceHandle,sourcePublishedAt
"#ZO Two Gram Boutique Switch Orb V5 Disposables","zo-two-gram-boutique-switch-orb-v5-disposables","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1817.jpg?v=1785086911","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/a044fcf3a8b744dcbc93f2e707d0e346/a044fcf3a8b744dcbc93f2e707d0e346.HD-1080p-4.8Mbps-89944799.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1817.jpg?v=1785086911""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(248, 30%, 18%)"",""hsl(248, 40%, 35%)"",""hsl(248, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #ZO Two Gram Boutique Switch Orb V5 Disposables is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZO Two Gram Boutique Switch Orb V5 Disposables | FUELPACKS Carts","#ZO Two Gram Boutique Switch Orb V5 Disposables from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order...","Carts; #ZO Two Gram Boutique Switch Orb V5 Disposables; FUELPACKS; Telegram ordering","/products/zo-two-gram-boutique-switch-orb-v5-disposables","#ZO Two Gram Boutique Switch Orb V5 Disposables product image from FUELPACKS","FUELPACKS","zo-two-gram-boutique-switch-orb-v5-disposables","","","#ZO Two Gram Boutique Switch Orb V5 Disposables","42","gid://shopify/Product/10361872122152","zo-two-gram-boutique-switch-orb-v5-disposables","2026-07-26T17:29:27Z"
"#ZR Two Gram Backpack Boyz Disposable","zr-two-gram-backpack-boyz-disposable","Carts","carts","14.5","Carts","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1819.jpg?v=1785087273","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/ab3a6902af6949f885f9b23af1a2ef85/ab3a6902af6949f885f9b23af1a2ef85.HD-1080p-4.8Mbps-89945055.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1819.jpg?v=1785087273""]","[{""name"":""Default Title"",""price"":14.5,""inventory"":999}]","[""hsl(18, 30%, 18%)"",""hsl(18, 40%, 35%)"",""hsl(18, 50%, 60%)""]","*Anything Lower than 50 is Add On Only* #ZR Two Gram Backpack Boyz Disposable is available in the Carts catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include Default Title at $14.50. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#ZR Two Gram Backpack Boyz Disposable | FUELPACKS Carts","#ZR Two Gram Backpack Boyz Disposable from FUELPACKS Carts. View images, video, variants, price, availability, and send your prepared order through...","Carts; #ZR Two Gram Backpack Boyz Disposable; FUELPACKS; Telegram ordering","/products/zr-two-gram-backpack-boyz-disposable","#ZR Two Gram Backpack Boyz Disposable product image from FUELPACKS","FUELPACKS","zr-two-gram-backpack-boyz-disposable","","","#ZR Two Gram Backpack Boyz Disposable","43","gid://shopify/Product/10361872744744","zr-two-gram-backpack-boyz-disposable","2026-07-26T17:35:15Z"
"#CS2 Atomic Warheads (AAA)","cs2-atomic-warheads-aaa","AAA","aaa","225","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1856.jpg?v=1785158257","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/827f847712f34602b01e0ca7b35e5810/827f847712f34602b01e0ca7b35e5810.HD-1080p-4.8Mbps-90012034.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1856.jpg?v=1785158257""]","[{""name"":""QP"",""price"":225,""inventory"":999},{""name"":""HP"",""price"":405,""inventory"":999},{""name"":""P"",""price"":715,""inventory"":999}]","[""hsl(126, 30%, 18%)"",""hsl(126, 40%, 35%)"",""hsl(126, 50%, 60%)""]","8.5/10👃 Lemon Cherry Candy Nose Soft Squishy Texture #CS2 Atomic Warheads (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $225.00, HP at $405.00, P at $715.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CS2 Atomic Warheads (AAA) | FUELPACKS AAA","#CS2 Atomic Warheads (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #CS2 Atomic Warheads (AAA); FUELPACKS; Telegram ordering","/products/cs2-atomic-warheads-aaa","#CS2 Atomic Warheads (AAA) product image from FUELPACKS","FUELPACKS","cs2-atomic-warheads-aaa","","","#CS2 Atomic Warheads (AAA)","44","gid://shopify/Product/10362741457192","cs2-atomic-warheads-aaa","2026-07-27T13:17:54Z"
"#DX1 Cherry Poppers (AAA)","dx1-cherry-poppers-aaa","AAA","aaa","225","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1858.jpg?v=1785158374","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/9eef6e6a6a2a4e08812bab49e546cd0f/9eef6e6a6a2a4e08812bab49e546cd0f.HD-1080p-4.8Mbps-90012192.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1858.jpg?v=1785158374""]","[{""name"":""QP"",""price"":225,""inventory"":999},{""name"":""HP"",""price"":405,""inventory"":999},{""name"":""P"",""price"":715,""inventory"":999}]","[""hsl(95, 30%, 18%)"",""hsl(95, 40%, 35%)"",""hsl(95, 50%, 60%)""]","9/10👃 Lemon Cherry Candy Nose Soft Squishy Texture #DX1 Cherry Poppers (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $225.00, HP at $405.00, P at $715.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DX1 Cherry Poppers (AAA) | FUELPACKS AAA","#DX1 Cherry Poppers (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #DX1 Cherry Poppers (AAA); FUELPACKS; Telegram ordering","/products/dx1-cherry-poppers-aaa","#DX1 Cherry Poppers (AAA) product image from FUELPACKS","FUELPACKS","dx1-cherry-poppers-aaa","","","#DX1 Cherry Poppers (AAA)","45","gid://shopify/Product/10362741915944","dx1-cherry-poppers-aaa","2026-07-27T13:20:15Z"
"#CV4 Candy Bombay (AAA)","cv4-candy-bombay-aaa","AAA","aaa","225","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1862.jpg?v=1785159084","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/f755f4fc6e7e426bbaf4890b450ac85a/f755f4fc6e7e426bbaf4890b450ac85a.HD-1080p-4.8Mbps-90013035.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1862.jpg?v=1785159084""]","[{""name"":""QP"",""price"":225,""inventory"":999},{""name"":""HP"",""price"":405,""inventory"":999},{""name"":""P"",""price"":715,""inventory"":999}]","[""hsl(194, 30%, 18%)"",""hsl(194, 40%, 35%)"",""hsl(194, 50%, 60%)""]","9/10👃 Pungent Lemon Candy Nose Dense Squishy Texture #CV4 Candy Bombay (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $225.00, HP at $405.00, P at $715.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CV4 Candy Bombay (AAA) | FUELPACKS AAA","#CV4 Candy Bombay (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #CV4 Candy Bombay (AAA); FUELPACKS; Telegram ordering","/products/cv4-candy-bombay-aaa","#CV4 Candy Bombay (AAA) product image from FUELPACKS","FUELPACKS","cv4-candy-bombay-aaa","","","#CV4 Candy Bombay (AAA)","46","gid://shopify/Product/10362744570152","cv4-candy-bombay-aaa","2026-07-27T13:32:17Z"
"#FH3 Princess Cut (AAA)","fh3-princess-cut-aaa","AAA","aaa","230","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1868.jpg?v=1785159687","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/4e3ceba218c74efba47fecb5ac0f85ec/4e3ceba218c74efba47fecb5ac0f85ec.HD-1080p-4.8Mbps-90013950.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1868.jpg?v=1785159687""]","[{""name"":""QP"",""price"":230,""inventory"":999},{""name"":""HP"",""price"":410,""inventory"":999},{""name"":""P"",""price"":725,""inventory"":999}]","[""hsl(190, 30%, 18%)"",""hsl(190, 40%, 35%)"",""hsl(190, 50%, 60%)""]","8.5/10👃 Sweet Creamy Truffles Nose Squishy Texture #FH3 Princess Cut (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $230.00, HP at $410.00, P at $725.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#FH3 Princess Cut (AAA) | FUELPACKS AAA","#FH3 Princess Cut (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #FH3 Princess Cut (AAA); FUELPACKS; Telegram ordering","/products/fh3-princess-cut-aaa","#FH3 Princess Cut (AAA) product image from FUELPACKS","FUELPACKS","fh3-princess-cut-aaa","","","#FH3 Princess Cut (AAA)","47","gid://shopify/Product/10362746831144","fh3-princess-cut-aaa","2026-07-27T13:41:38Z"
"#DS1 Island Skunk Smalls (Deps) (Smalls)","ds1-island-skunk-smalls-deps","SMALLS/MEDIUMS","smalls-mediums","175","SMALLS/MEDIUMS","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1211.jpg?v=1785228109","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/e983798fc8df4d01abf1f7bb66a561fa/e983798fc8df4d01abf1f7bb66a561fa.HD-1080p-4.8Mbps-90093563.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1211.jpg?v=1785228109""]","[{""name"":""QP"",""price"":175,""inventory"":999},{""name"":""HP"",""price"":300,""inventory"":999},{""name"":""P"",""price"":500,""inventory"":999}]","[""hsl(141, 30%, 18%)"",""hsl(141, 40%, 35%)"",""hsl(141, 50%, 60%)""]","8/10👃 Sweet Gassy Pine Nose Dense Squishy Texture #DS1 Island Skunk Smalls (Deps) (Smalls) is available in the SMALLS/MEDIUMS catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $175.00, HP at $300.00, P at $500.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DS1 Island Skunk Smalls (Deps) (Smalls) | FUELPACKS","#DS1 Island Skunk Smalls (Deps) (Smalls) from FUELPACKS SMALLS/MEDIUMS. View images, video, variants, price, availability, and send your prepared order...","SMALLS/MEDIUMS; #DS1 Island Skunk Smalls (Deps) (Smalls); FUELPACKS; Telegram ordering","/products/ds1-island-skunk-smalls-deps","#DS1 Island Skunk Smalls (Deps) (Smalls) product image from FUELPACKS","FUELPACKS","ds1-island-skunk-smalls-deps","","","#DS1 Island Skunk Smalls (Deps) (Smalls)","48","gid://shopify/Product/10363470545192","ds1-island-skunk-smalls-deps","2026-07-28T08:42:13Z"
"#DV3 Scar Pack Smalls (Deps) (Smalls)","dv3-scar-pack-smalls-deps-smalls","SMALLS/MEDIUMS","smalls-mediums","175","SMALLS/MEDIUMS","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1179.jpg?v=1785228209","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/102260877e1845748a25cccd24ad28f3/102260877e1845748a25cccd24ad28f3.HD-1080p-4.8Mbps-90093763.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1179.jpg?v=1785228209""]","[{""name"":""QP"",""price"":175,""inventory"":999},{""name"":""HP"",""price"":300,""inventory"":999},{""name"":""P"",""price"":500,""inventory"":999}]","[""hsl(56, 30%, 18%)"",""hsl(56, 40%, 35%)"",""hsl(56, 50%, 60%)""]","8/10👃 Gassy Creamy Cake Nose Squishy Texture #DV3 Scar Pack Smalls (Deps) (Smalls) is available in the SMALLS/MEDIUMS catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $175.00, HP at $300.00, P at $500.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#DV3 Scar Pack Smalls (Deps) (Smalls) | FUELPACKS SMALLS/MEDIUMS","#DV3 Scar Pack Smalls (Deps) (Smalls) from FUELPACKS SMALLS/MEDIUMS. View images, video, variants, price, availability, and send your prepared order...","SMALLS/MEDIUMS; #DV3 Scar Pack Smalls (Deps) (Smalls); FUELPACKS; Telegram ordering","/products/dv3-scar-pack-smalls-deps-smalls","#DV3 Scar Pack Smalls (Deps) (Smalls) product image from FUELPACKS","FUELPACKS","dv3-scar-pack-smalls-deps-smalls","","","#DV3 Scar Pack Smalls (Deps) (Smalls)","49","gid://shopify/Product/10363471429928","dv3-scar-pack-smalls-deps-smalls","2026-07-28T08:44:26Z"
"#AS1 White Nerdz (AAA)","as1-white-nerdz-aaa","AAA","aaa","220","AAA","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1895.jpg?v=1785228366","https://kypfpc-f5.myshopify.com/cdn/shop/videos/c/vp/d72145d089dd413fbd4feb16a262c4eb/d72145d089dd413fbd4feb16a262c4eb.HD-1080p-4.8Mbps-90093926.mp4","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1895.jpg?v=1785228366""]","[{""name"":""QP"",""price"":220,""inventory"":999},{""name"":""HP"",""price"":395,""inventory"":999},{""name"":""P"",""price"":690,""inventory"":999}]","[""hsl(275, 30%, 18%)"",""hsl(275, 40%, 35%)"",""hsl(275, 50%, 60%)""]","9/10👃 Lemon Cherry Candy Nose Squishy Texture #AS1 White Nerdz (AAA) is available in the AAA catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include QP at $220.00, HP at $395.00, P at $690.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#AS1 White Nerdz (AAA) | FUELPACKS AAA","#AS1 White Nerdz (AAA) from FUELPACKS AAA. View images, video, variants, price, availability, and send your prepared order through Telegram checkout.","AAA; #AS1 White Nerdz (AAA); FUELPACKS; Telegram ordering","/products/as1-white-nerdz-aaa","#AS1 White Nerdz (AAA) product image from FUELPACKS","FUELPACKS","as1-white-nerdz-aaa","","","#AS1 White Nerdz (AAA)","50","gid://shopify/Product/10363473527080","as1-white-nerdz-aaa","2026-07-28T08:46:32Z"
"#CG003 Unc'nem Candy Smalls (Indoor)","cg003-uncnem-candy-smalls-indoor","Special Deals","special-deals","575","Special Deals","0","active","https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1903.jpg?v=1785228759","","[""https://cdn.shopify.com/s/files/1/0993/8236/2408/files/IMG_1903.jpg?v=1785228759""]","[{""name"":""P"",""price"":575,""inventory"":999}]","[""hsl(121, 30%, 18%)"",""hsl(121, 40%, 35%)"",""hsl(121, 50%, 60%)""]","💰TRAP LORD SPECIAL💰 7.5/10👃 *ADD TO ORDER ONLY* Faint Oxidized Candy Nose Squishy Texture *NO ADDITIONAL DROPS* #CG003 Unc'nem Candy Smalls (Indoor) is available in the Special Deals catalog from FUELPACKS with live product images, video media when available, variant pricing, and a simple Telegram checkout handoff. This restored listing includes clean product details for shoppers comparing menu items, reviewing availability, choosing options, and sending prepared order details directly to the sales rep. Current variants include P at $575.00. The page includes optimized metadata, descriptive image alt text, a clean slug, pricing information, and product copy built for search visibility.","#CG003 Unc'nem Candy Smalls (Indoor) | FUELPACKS Special Deals","#CG003 Unc'nem Candy Smalls (Indoor) from FUELPACKS Special Deals. View images, video, variants, price, availability, and send your prepared order...","Special Deals; #CG003 Unc'nem Candy Smalls (Indoor); FUELPACKS; Telegram ordering","/products/cg003-uncnem-candy-smalls-indoor","#CG003 Unc'nem Candy Smalls (Indoor) product image from FUELPACKS","FUELPACKS","cg003-uncnem-candy-smalls-indoor","","","#CG003 Unc'nem Candy Smalls (Indoor)","51","gid://shopify/Product/10363486667048","cg003-uncnem-candy-smalls-indoor","2026-07-28T08:53:09Z"
